     1 , 4090611.50
     2 , 4087998.50
     3 , 4060091.50
     4 , 4175742.50
     5 , 3965434.25
     6 , 3970161.50
     7 , 3991422.00
     8 , 3848152.25
     9 , 3646059.50
    10 , 3546278.25
    11 , 3411720.75
    12 , 3424872.75
    13 , 3177379.25
    14 , 2889717.75
    15 , 2896089.25
    16 , 2682289.25
    17 , 2396936.50
    18 , 2246184.00
    19 , 2066019.75
    20 , 1822912.12
    21 , 1526750.00
    22 , 1497461.00
    23 , 1409173.00
    24 , 1118428.88
    25 ,  801344.06
    26 ,  661115.56
    27 ,  422008.50
    28 ,  213782.70
    29 ,  -57918.83
    30 , -325707.88
    31 , -585655.81
    32 , -689971.12
    33 , -1023113.75
    34 , -1188055.25
    35 , -1421382.50
    36 , -1513051.25
    37 , -1807040.38
    38 , -2072708.75
    39 , -2489659.00
    40 , -2424496.00
    41 , -2635338.75
    42 , -2766109.50
    43 , -3067711.25
    44 , -3240359.25
    45 , -3370252.25
    46 , -3309685.50
    47 , -3416141.50
    48 , -3757788.00
    49 , -3888544.00
    50 , -3813284.75
    51 , -3811906.75
    52 , -4012687.50
    53 , -4057621.50
    54 , -4203513.00
    55 , -4022745.50
    56 , -4131351.75
    57 , -4209830.00
    58 , -4148804.25
    59 , -4219333.50
    60 , -4175672.50
    61 , -4266128.00
    62 , -4146914.75
    63 , -4047427.75
    64 , -3976820.00
    65 , -3652930.75
    66 , -3726842.00
    67 , -3464181.75
    68 , -3560618.50
    69 , -3267418.25
    70 , -3140639.50
    71 , -3064269.75
    72 , -2877983.75
    73 , -2713029.00
    74 , -2598510.75
    75 , -2591049.75
    76 , -2219337.00
    77 , -1983108.50
    78 , -1700270.62
    79 , -1564077.25
    80 , -1410911.75
    81 , -1103051.62
    82 , -1031377.69
    83 , -833624.19
    84 , -391707.28
    85 , -341261.41
    86 ,  -76190.42
    87 ,  129489.48
    88 ,  271334.28
    89 ,  826193.38
    90 ,  869782.88
    91 , 1095902.75
    92 , 1404533.62
    93 , 1583624.25
    94 , 1828203.50
    95 , 2030668.00
    96 , 2029971.50
    97 , 2343159.25
    98 , 2439611.50
    99 , 2721325.00
   100 , 2829436.25
   101 , 3157340.50
   102 , 3258778.25
   103 , 3363769.00
   104 , 3377435.25
   105 , 3609936.50
   106 , 3667767.50
   107 , 3880879.50
   108 , 3960647.50
   109 , 3829601.75
   110 , 4109080.00
   111 , 4068206.25
   112 , 4069093.25
   113 , 4097451.25
   114 , 4239293.50
   115 , 4150286.25
   116 , 4173895.50
   117 , 4273683.00
   118 , 4328652.50
   119 , 4091719.50
   120 , 4218554.50
   121 , 3810607.25
   122 , 3870628.50
   123 , 3893803.50
   124 , 3719939.25
   125 , 3441255.00
   126 , 3576728.00
   127 , 3202906.25
   128 , 3248747.75
   129 , 3086312.00
   130 , 2844490.75
   131 , 2905706.00
   132 , 2576283.75
   133 , 2279286.00
   134 , 2011650.88
   135 , 1981941.12
   136 , 1820526.88
   137 , 1379050.12
   138 , 1303105.00
   139 , 1003016.00
   140 ,  979460.88
   141 ,  803280.75
   142 ,  443048.22
   143 ,   86327.73
   144 ,  -94873.92
   145 , -354453.00
   146 , -519459.81
   147 , -555168.56
   148 , -1026037.44
   149 , -1216141.12
   150 , -1609328.12
   151 , -1658569.38
   152 , -1912803.25
   153 , -2042844.38
   154 , -2274791.25
   155 , -2462454.00
   156 , -2611510.75
   157 , -2735995.00
   158 , -3026817.50
   159 , -2921902.00
   160 , -3199071.75
   161 , -3355210.75
   162 , -3339369.75
   163 , -3487044.00
   164 , -3714147.50
   165 , -3924392.25
   166 , -3937311.25
   167 , -3852024.50
   168 , -4119166.00
   169 , -3880016.50
   170 , -4184765.50
   171 , -4290944.50
   172 , -4354237.50
   173 , -4184485.75
   174 , -4110924.50
   175 , -4153004.00
   176 , -3959616.75
   177 , -4173154.75
   178 , -4122830.00
   179 , -3726220.50
   180 , -3919020.50
   181 , -3728271.50
   182 , -3659730.00
   183 , -3395068.25
   184 , -3433059.50
   185 , -3270698.75
   186 , -3186633.50
   187 , -2977264.00
   188 , -2859910.50
   189 , -2672465.75
   190 , -2287824.00
   191 , -2241168.50
   192 , -1973190.25
   193 , -1860441.12
   194 , -1561659.00
   195 , -1519853.62
   196 , -1102443.12
   197 , -825432.56
   198 , -586218.44
   199 , -577086.56
   200 , -212593.75
   201 , -183739.70
   202 ,  160950.41
   203 ,  451130.88
   204 ,  556951.12
   205 ,  604303.81
   206 , 1101701.75
   207 , 1394847.88
   208 , 1394198.62
   209 , 1745626.88
   210 , 1870964.25
   211 , 1913759.12
   212 , 2425991.00
   213 , 2672004.25
   214 , 2646531.00
   215 , 2976489.75
   216 , 3017403.50
   217 , 3156437.75
   218 , 3364583.50
   219 , 3379828.75
   220 , 3585111.75
   221 , 3690070.75
   222 , 3755428.50
   223 , 3937906.50
   224 , 3975058.00
   225 , 4044468.50
   226 , 4151170.00
   227 , 4093187.50
   228 , 4179789.25
   229 , 4047495.00
   230 , 4114826.50
   231 , 3980869.50
   232 , 4190458.50
   233 , 4221117.00
   234 , 4104799.50
   235 , 3911925.25
   236 , 4026259.25
   237 , 3850682.00
   238 , 3609320.00
   239 , 3740273.25
   240 , 3559010.75
   241 , 3167649.00
   242 , 3385583.25
   243 , 3161967.50
   244 , 2926982.50
   245 , 2918338.75
   246 , 2586125.75
   247 , 2402928.50
   248 , 2239157.75
   249 , 2148855.00
   250 , 1846280.88
   251 , 1892226.50
   252 , 1507872.00
   253 , 1318622.75
   254 , 1132514.75
   255 ,  778865.25
